symbol,event_time_from_file,matched_event_minute,price_minus_2m,price_minus_1m,price_event_minute,price_plus_1m,price_plus_2m,price_plus_5m,return_minus1_to_event_pct,return_event_to_plus1_pct,return_event_to_plus2_pct,return_event_to_plus5_pct,flash_start_price,flash_end_price,flash_drop_pct_from_file,recovery_fraction_after_1m,recovery_fraction_after_2m,recovery_fraction_after_5m,looks_instantly_recovered_by_1m,still_depressed_after_1m,still_depressed_after_2m,strategy,outcome,trade_return_pct,paper_pnl_dollars,entry_price,target_price,stop_price,pre_crash_return_pct,pre_crash_slope_pct_per_hour
BFLY,2026-05-06 14:27:00+00:00,2026-05-06 14:27:00,4.690000057220459,4.579999923706055,4.588900089263916,4.570000171661377,4.534999847412109,4.640100002288818,0.19432676214237166,-0.41186160593813526,-1.1745786747005105,1.115733880209957,4.690000057220459,4.588900089263916,2.155649610300008,-0.18694286441973001,-0.5331380705775816,0.5064285781664167,False,True,True,flash_entry_after_dip,hit_target,0.8218849744810024,16.437699489620048,4.588900089263916,4.649560070037841,4.35945508480072,0.8639300402664807,6.0060939412067915
CHRS,2026-05-06 18:56:00+00:00,2026-05-06 18:56:00,1.8049999475479128,1.7949999570846558,1.7649999856948853,1.774999976158142,1.7799999713897705,1.784999966621399,-1.6713076382739778,0.5665717022269368,0.8498575533404162,1.1331434044538957,1.8049999475479128,1.7649999856948853,2.216064432986128,0.2499999999999986,0.3749999999999979,0.4999999999999972,False,True,True,flash_entry_after_dip,exit_eod,-1.3498575533404162,-26.997151066808325,1.7649999856948853,1.7889999628067017,1.676749986410141,0.2777775202268406,0.5638275536940629
COCP,2026-05-05 19:31:00+00:00,2026-05-05 19:31:00,1.409999966621399,1.399999976158142,1.350000023841858,1.3600000143051147,1.3650000095367432,1.399999976158142,-3.5714252262698754,0.7407400212333881,1.111110031850071,3.7037001061669184,1.409999966621399,1.350000023841858,4.255315191482674,0.16666666666666666,0.25,0.8333333333333334,False,True,True,flash_entry_after_dip,hit_target,2.1666640764401617,43.333281528803234,1.350000023841858,1.3859999895095825,1.282500022649765,1.082437454858565,3.461164586903509
CVGI,2026-05-06 19:13:00+00:00,2026-05-06 19:13:00,5.170000076293945,5.144999980926514,5.051000118255615,5.03000020980835,5.03000020980835,5.079999923706055,-1.8270138584912332,-0.4157574332925962,-0.4157574332925962,0.5741398687683086,5.170000076293945,5.051000118255615,2.3017399667745035,-0.17646988111123132,-0.17646988111123132,0.24369593005317336,False,True,True,flash_entry_after_dip,hit_target,0.913580937465042,18.27161874930084,5.051000118255615,5.122400093078613,4.7984501123428345,0.3663910826839256,0.7074607181388304
FATE,2026-05-05 14:43:00+00:00,2026-05-05 14:43:00,2.2249999046325684,2.194999933242798,2.174999952316284,2.2049999237060547,2.194999933242798,2.174999952316284,-0.9111608899671664,1.379309059654088,0.9195393731027179,0.0,2.2249999046325684,2.174999952316284,2.2471889644660936,0.6,0.4,0.0,False,False,False,flash_entry_after_dip,hit_target,0.879309059654088,17.58618119308176,2.174999952316284,2.2049999237060547,2.06624995470047,4.449650071877342,9.84737993860254
FLEX,2026-05-06 14:05:00+00:00,2026-05-06 14:05:00,128.8249969482422,128.43499755859375,126.2300033569336,126.7698974609375,126.66999816894533,126.56999969482422,-1.7168172566470519,0.4277066383950645,0.34856595128780477,0.26934669163338754,128.8249969482422,126.2300033569336,2.0143556396521247,0.20805219165556801,0.169555259591163,0.1310201069587894,False,True,True,flash_entry_after_dip,hit_target,0.7334596477689308,14.669192955378616,126.2300033569336,127.78699951171876,119.9185031890869,2.3289345603703993,1.379435213112079
GERN,2026-05-06 14:20:00+00:00,2026-05-06 14:20:00,1.6349999904632568,1.6150000095367432,1.600000023841858,1.625,1.625,1.6150000095367432,-0.9287916784092132,1.5624984866008385,1.5624984866008385,0.9374990919605031,1.6349999904632568,1.600000023841858,2.1406707538562197,0.7142857142857143,0.7142857142857143,0.42857142857142855,False,False,False,flash_entry_after_dip,hit_target,0.8124987287447043,16.249974574894086,1.600000023841858,1.6210000038146972,1.520000022649765,0.3067481746168887,2.9872449368871345
HIMX,2026-05-07 14:04:00+00:00,2026-05-07 14:04:00,17.1875,17.0,16.82990074157715,17.09000015258789,16.950000762939453,17.155399322509766,-1.0005838730756,1.5454601604879548,0.713610990382163,1.9340493204959675,17.1875,16.82990074157715,2.080577503551136,0.7273488545750326,0.33585086806944553,0.91023281862549,False,False,True,flash_entry_after_dip,hit_target,0.7748711852094141,15.497423704188282,16.82990074157715,17.04446029663086,15.988405704498293,7.250936827233989,9.785482194554795
HUT,2026-05-06 14:33:00+00:00,2026-05-06 14:33:00,107.8000030517578,106.84739685058594,105.41999816894533,105.07240295410156,105.22000122070312,105.43000030517578,-1.3359227493737302,-0.3297241708226095,-0.18971442963002794,0.009487892623960548,107.8000030517578,105.41999816894533,2.2077966748013584,-0.14604810996564346,-0.08403215879366754,0.0042025696260904015,False,True,True,flash_entry_after_dip,hit_target,0.8545844758970471,17.091689517940942,105.41999816894533,106.8480010986328,100.14899826049806,4.72263873646479,14.218221751245608
IOVA,2026-05-07 14:43:00+00:00,2026-05-07 14:43:00,3.6700000762939458,3.6649999618530273,3.5350000858306885,3.5450000762939453,3.559999942779541,3.4749999046325684,-3.5470635027404107,0.282885154751189,0.7072095146209323,-1.697317673021237,3.6700000762939458,3.5350000858306885,3.678473778114564,0.07407400866430813,0.18518413862893351,-0.4444458180495225,False,True,True,flash_entry_after_dip,hit_target,1.7913717768388686,35.82743553677737,3.5350000858306885,3.616000080108643,3.358250081539154,3.3660556418796617,1.7476579561884975
JOB,2026-05-08 16:03:00+00:00,2026-05-08 16:03:00,0.2658999860286712,0.2619000077247619,0.2603000104427337,0.2603000104427337,0.2605000138282776,0.263399988412857,-0.6109191427400296,0.0,0.07683571937000533,1.1909250271833205,0.2658999860286712,0.2603000104427337,2.1060458368484727,0.0,0.03571504598093634,0.5535699080381471,False,True,True,flash_entry_after_dip,hit_target,0.7908126072863624,15.81625214572725,0.2603000104427337,0.2636599957942962,0.247285009920597,3.758803295572055,7.467931652836612
MRNA,2026-05-08 15:48:00+00:00,2026-05-08 15:48:00,55.8650016784668,54.76499938964844,54.6349983215332,54.38999938964844,54.375,54.435001373291016,-0.2373798403434435,-0.44842855204811904,-0.475882363907254,-0.3660601343212,55.8650016784668,54.6349983215332,2.201742271508244,-0.1991855798634156,-0.21138017231219644,-0.16259870114564662,False,True,True,flash_entry_after_dip,hit_target,0.8507861935255105,17.01572387051021,54.6349983215332,55.37300033569336,51.90324840545654,2.8439465511263196,3.9493084797508127
PRIM,2026-05-06 14:20:00+00:00,2026-05-06 14:20:00,112.4000015258789,111.26229858398438,109.7249984741211,109.27999877929688,109.17430114746094,110.23999786376952,-1.3816900508332397,-0.40555908043978794,-0.501888661944283,0.4693546564686235,112.4000015258789,109.7249984741211,2.3798959212130626,-0.1663548363175878,-0.20586792463592857,0.19252291667854513,False,True,True,flash_entry_after_dip,hit_target,0.9627494676459074,19.254989352918148,109.7249984741211,111.3300003051758,104.23874855041504,0.2740983131482633,4.416315691000294
PTLO,2026-05-05 18:36:00+00:00,2026-05-05 18:36:00,4.933499813079834,4.925000190734863,4.824999809265137,4.804999828338623,4.809999942779541,4.78000020980835,-2.030464519734476,-0.4145073931010157,-0.31087807416680935,-0.932634222500428,4.933499813079834,4.824999809265137,2.1992501859843796,-0.1843316149616992,-0.13824761251818354,-0.4147428375545506,False,True,True,flash_entry_after_dip,exit_eod,-1.432634222500428,-28.65268445000856,4.824999809265137,4.890099811553955,4.58374981880188,1.849951836014263,3.813130359183714
TWST,2026-05-04 14:09:00+00:00,2026-05-04 14:09:00,57.85499954223633,57.529998779296875,56.657501220703125,57.59000015258789,57.19499969482422,56.470001220703125,-1.5165958232346344,1.6458525557848436,0.9486801615682383,-0.33093587955743686,57.85499954223633,56.657501220703125,2.069826861996575,0.7787058362560805,0.4488511294386733,-0.15657641988168847,False,False,False,flash_entry_after_dip,hit_target,0.7681445129764546,15.362890259529092,56.657501220703125,57.37600021362304,53.824626159667964,0.9182237839364004,7.311573809048077
AEHR,2026-05-08 19:20:00+00:00,2026-05-08 19:20:00,102.8550033569336,101.33999633789062,100.50900268554688,100.45999908447266,99.94000244140624,98.06999969482422,-0.8200056072362849,-0.04875543460274301,-0.5661186848314625,-2.4266512705865106,102.8550033569336,100.50900268554688,2.2808814299927507,-0.020888144522675164,-0.2425405291143006,-1.039642921023106,False,True,True,flash_entry_after_dip,exit_eod,-3.30119760897215,-66.02395217944301,100.50900268554688,101.9166030883789,95.48355255126953,6.34789362592556,14.081422336534713
BFLY,2026-05-06 14:27:00+00:00,2026-05-06 14:27:00,4.690000057220459,4.579999923706055,4.588900089263916,4.570000171661377,4.534999847412109,4.640100002288818,0.19432676214237166,-0.41186160593813526,-1.1745786747005105,1.115733880209957,4.690000057220459,4.588900089263916,2.155649610300008,-0.18694286441973001,-0.5331380705775816,0.5064285781664167,False,True,True,flash_entry_after_dip,hit_target,1.3218849744810024,26.437699489620048,4.588900089263916,4.649560070037841,4.35945508480072,0.8639300402664807,6.0060939412067915
CHRS,2026-05-06 18:56:00+00:00,2026-05-06 18:56:00,1.8049999475479128,1.7949999570846558,1.7649999856948853,1.774999976158142,1.7799999713897705,1.784999966621399,-1.6713076382739778,0.5665717022269368,0.8498575533404162,1.1331434044538957,1.8049999475479128,1.7649999856948853,2.216064432986128,0.2499999999999986,0.3749999999999979,0.4999999999999972,False,True,True,flash_entry_after_dip,exit_eod,-0.8498575533404162,-16.997151066808325,1.7649999856948853,1.7889999628067017,1.676749986410141,0.2777775202268406,0.5638275536940629
COCP,2026-05-05 19:31:00+00:00,2026-05-05 19:31:00,1.409999966621399,1.399999976158142,1.350000023841858,1.3600000143051147,1.3650000095367432,1.399999976158142,-3.5714252262698754,0.7407400212333881,1.111110031850071,3.7037001061669184,1.409999966621399,1.350000023841858,4.255315191482674,0.16666666666666666,0.25,0.8333333333333334,False,True,True,flash_entry_after_dip,hit_target,2.6666640764401617,53.333281528803234,1.350000023841858,1.3859999895095825,1.282500022649765,1.082437454858565,3.461164586903509
CVGI,2026-05-06 19:13:00+00:00,2026-05-06 19:13:00,5.170000076293945,5.144999980926514,5.051000118255615,5.03000020980835,5.03000020980835,5.079999923706055,-1.8270138584912332,-0.4157574332925962,-0.4157574332925962,0.5741398687683086,5.170000076293945,5.051000118255615,2.3017399667745035,-0.17646988111123132,-0.17646988111123132,0.24369593005317336,False,True,True,flash_entry_after_dip,hit_target,1.413580937465042,28.27161874930084,5.051000118255615,5.122400093078613,4.7984501123428345,0.3663910826839256,0.7074607181388304
FATE,2026-05-05 14:43:00+00:00,2026-05-05 14:43:00,2.2249999046325684,2.194999933242798,2.174999952316284,2.2049999237060547,2.194999933242798,2.174999952316284,-0.9111608899671664,1.379309059654088,0.9195393731027179,0.0,2.2249999046325684,2.174999952316284,2.2471889644660936,0.6,0.4,0.0,False,False,False,flash_entry_after_dip,hit_target,1.379309059654088,27.58618119308176,2.174999952316284,2.2049999237060547,2.06624995470047,4.449650071877342,9.84737993860254
FLEX,2026-05-06 14:05:00+00:00,2026-05-06 14:05:00,128.8249969482422,128.43499755859375,126.2300033569336,126.7698974609375,126.66999816894533,126.56999969482422,-1.7168172566470519,0.4277066383950645,0.34856595128780477,0.26934669163338754,128.8249969482422,126.2300033569336,2.0143556396521247,0.20805219165556801,0.169555259591163,0.1310201069587894,False,True,True,flash_entry_after_dip,hit_target,1.2334596477689308,24.669192955378616,126.2300033569336,127.78699951171876,119.9185031890869,2.3289345603703993,1.379435213112079
GERN,2026-05-06 14:20:00+00:00,2026-05-06 14:20:00,1.6349999904632568,1.6150000095367432,1.600000023841858,1.625,1.625,1.6150000095367432,-0.9287916784092132,1.5624984866008385,1.5624984866008385,0.9374990919605031,1.6349999904632568,1.600000023841858,2.1406707538562197,0.7142857142857143,0.7142857142857143,0.42857142857142855,False,False,False,flash_entry_after_dip,hit_target,1.3124987287447043,26.24997457489409,1.600000023841858,1.6210000038146972,1.520000022649765,0.3067481746168887,2.9872449368871345
HUT,2026-05-06 14:33:00+00:00,2026-05-06 14:33:00,107.8000030517578,106.84739685058594,105.41999816894533,105.07240295410156,105.22000122070312,105.43000030517578,-1.3359227493737302,-0.3297241708226095,-0.18971442963002794,0.009487892623960548,107.8000030517578,105.41999816894533,2.2077966748013584,-0.14604810996564346,-0.08403215879366754,0.0042025696260904015,False,True,True,flash_entry_after_dip,hit_target,1.3545844758970471,27.091689517940942,105.41999816894533,106.8480010986328,100.14899826049806,4.72263873646479,14.218221751245608
JOB,2026-05-08 16:03:00+00:00,2026-05-08 16:03:00,0.2658999860286712,0.2619000077247619,0.2603000104427337,0.2603000104427337,0.2605000138282776,0.263399988412857,-0.6109191427400296,0.0,0.07683571937000533,1.1909250271833205,0.2658999860286712,0.2603000104427337,2.1060458368484727,0.0,0.03571504598093634,0.5535699080381471,False,True,True,flash_entry_after_dip,hit_target,1.2908126072863624,25.816252145727248,0.2603000104427337,0.2636599957942962,0.247285009920597,3.758803295572055,7.467931652836612
MRNA,2026-05-08 15:48:00+00:00,2026-05-08 15:48:00,55.8650016784668,54.76499938964844,54.6349983215332,54.38999938964844,54.375,54.435001373291016,-0.2373798403434435,-0.44842855204811904,-0.475882363907254,-0.3660601343212,55.8650016784668,54.6349983215332,2.201742271508244,-0.1991855798634156,-0.21138017231219644,-0.16259870114564662,False,True,True,flash_entry_after_dip,hit_target,1.3507861935255103,27.01572387051021,54.6349983215332,55.37300033569336,51.90324840545654,2.8439465511263196,3.9493084797508127
PRIM,2026-05-06 14:20:00+00:00,2026-05-06 14:20:00,112.4000015258789,111.26229858398438,109.7249984741211,109.27999877929688,109.17430114746094,110.23999786376952,-1.3816900508332397,-0.40555908043978794,-0.501888661944283,0.4693546564686235,112.4000015258789,109.7249984741211,2.3798959212130626,-0.1663548363175878,-0.20586792463592857,0.19252291667854513,False,True,True,flash_entry_after_dip,hit_target,1.4627494676459074,29.254989352918148,109.7249984741211,111.3300003051758,104.23874855041504,0.2740983131482633,4.416315691000294
PTLO,2026-05-05 18:36:00+00:00,2026-05-05 18:36:00,4.933499813079834,4.925000190734863,4.824999809265137,4.804999828338623,4.809999942779541,4.78000020980835,-2.030464519734476,-0.4145073931010157,-0.31087807416680935,-0.932634222500428,4.933499813079834,4.824999809265137,2.1992501859843796,-0.1843316149616992,-0.13824761251818354,-0.4147428375545506,False,True,True,flash_entry_after_dip,exit_eod,-0.932634222500428,-18.65268445000856,4.824999809265137,4.890099811553955,4.58374981880188,1.849951836014263,3.813130359183714
TWST,2026-05-04 14:09:00+00:00,2026-05-04 14:09:00,57.85499954223633,57.529998779296875,56.657501220703125,57.59000015258789,57.19499969482422,56.470001220703125,-1.5165958232346344,1.6458525557848436,0.9486801615682383,-0.33093587955743686,57.85499954223633,56.657501220703125,2.069826861996575,0.7787058362560805,0.4488511294386733,-0.15657641988168847,False,False,False,flash_entry_after_dip,hit_target,1.2681445129764546,25.36289025952909,56.657501220703125,57.37600021362304,53.824626159667964,0.9182237839364004,7.311573809048077
AEHR,2026-05-08 19:20:00+00:00,2026-05-08 19:20:00,102.8550033569336,101.33999633789062,100.50900268554688,100.45999908447266,99.94000244140624,98.06999969482422,-0.8200056072362849,-0.04875543460274301,-0.5661186848314625,-2.4266512705865106,102.8550033569336,100.50900268554688,2.2808814299927507,-0.020888144522675164,-0.2425405291143006,-1.039642921023106,False,True,True,flash_entry_after_dip,exit_eod,-3.4011976089721507,-68.02395217944301,100.50900268554688,101.9166030883789,95.48355255126953,6.34789362592556,14.081422336534713
BFLY,2026-05-06 14:27:00+00:00,2026-05-06 14:27:00,4.690000057220459,4.579999923706055,4.588900089263916,4.570000171661377,4.534999847412109,4.640100002288818,0.19432676214237166,-0.41186160593813526,-1.1745786747005105,1.115733880209957,4.690000057220459,4.588900089263916,2.155649610300008,-0.18694286441973001,-0.5331380705775816,0.5064285781664167,False,True,True,flash_entry_after_dip,hit_target,1.2218849744810023,24.437699489620044,4.588900089263916,4.649560070037841,4.35945508480072,0.8639300402664807,6.0060939412067915
CHRS,2026-05-06 18:56:00+00:00,2026-05-06 18:56:00,1.8049999475479128,1.7949999570846558,1.7649999856948853,1.774999976158142,1.7799999713897705,1.784999966621399,-1.6713076382739778,0.5665717022269368,0.8498575533404162,1.1331434044538957,1.8049999475479128,1.7649999856948853,2.216064432986128,0.2499999999999986,0.3749999999999979,0.4999999999999972,False,True,True,flash_entry_after_dip,exit_eod,-0.9498575533404162,-18.997151066808325,1.7649999856948853,1.7889999628067017,1.676749986410141,0.2777775202268406,0.5638275536940629
COCP,2026-05-05 19:31:00+00:00,2026-05-05 19:31:00,1.409999966621399,1.399999976158142,1.350000023841858,1.3600000143051147,1.3650000095367432,1.399999976158142,-3.5714252262698754,0.7407400212333881,1.111110031850071,3.7037001061669184,1.409999966621399,1.350000023841858,4.255315191482674,0.16666666666666666,0.25,0.8333333333333334,False,True,True,flash_entry_after_dip,hit_target,2.5666640764401616,51.333281528803234,1.350000023841858,1.3859999895095825,1.282500022649765,1.082437454858565,3.461164586903509
CVGI,2026-05-06 19:13:00+00:00,2026-05-06 19:13:00,5.170000076293945,5.144999980926514,5.051000118255615,5.03000020980835,5.03000020980835,5.079999923706055,-1.8270138584912332,-0.4157574332925962,-0.4157574332925962,0.5741398687683086,5.170000076293945,5.051000118255615,2.3017399667745035,-0.17646988111123132,-0.17646988111123132,0.24369593005317336,False,True,True,flash_entry_after_dip,hit_target,1.313580937465042,26.27161874930084,5.051000118255615,5.122400093078613,4.7984501123428345,0.3663910826839256,0.7074607181388304
FATE,2026-05-05 14:43:00+00:00,2026-05-05 14:43:00,2.2249999046325684,2.194999933242798,2.174999952316284,2.2049999237060547,2.194999933242798,2.174999952316284,-0.9111608899671664,1.379309059654088,0.9195393731027179,0.0,2.2249999046325684,2.174999952316284,2.2471889644660936,0.6,0.4,0.0,False,False,False,flash_entry_after_dip,hit_target,1.279309059654088,25.586181193081757,2.174999952316284,2.2049999237060547,2.06624995470047,4.449650071877342,9.84737993860254
FLEX,2026-05-06 14:05:00+00:00,2026-05-06 14:05:00,128.8249969482422,128.43499755859375,126.2300033569336,126.7698974609375,126.66999816894533,126.56999969482422,-1.7168172566470519,0.4277066383950645,0.34856595128780477,0.26934669163338754,128.8249969482422,126.2300033569336,2.0143556396521247,0.20805219165556801,0.169555259591163,0.1310201069587894,False,True,True,flash_entry_after_dip,hit_target,1.1334596477689307,22.669192955378612,126.2300033569336,127.78699951171876,119.9185031890869,2.3289345603703993,1.379435213112079
GERN,2026-05-06 14:20:00+00:00,2026-05-06 14:20:00,1.6349999904632568,1.6150000095367432,1.600000023841858,1.625,1.625,1.6150000095367432,-0.9287916784092132,1.5624984866008385,1.5624984866008385,0.9374990919605031,1.6349999904632568,1.600000023841858,2.1406707538562197,0.7142857142857143,0.7142857142857143,0.42857142857142855,False,False,False,flash_entry_after_dip,hit_target,1.2124987287447042,24.24997457489408,1.600000023841858,1.6210000038146972,1.520000022649765,0.3067481746168887,2.9872449368871345
HUT,2026-05-06 14:33:00+00:00,2026-05-06 14:33:00,107.8000030517578,106.84739685058594,105.41999816894533,105.07240295410156,105.22000122070312,105.43000030517578,-1.3359227493737302,-0.3297241708226095,-0.18971442963002794,0.009487892623960548,107.8000030517578,105.41999816894533,2.2077966748013584,-0.14604810996564346,-0.08403215879366754,0.0042025696260904015,False,True,True,flash_entry_after_dip,hit_target,1.254584475897047,25.091689517940942,105.41999816894533,106.8480010986328,100.14899826049806,4.72263873646479,14.218221751245608
JOB,2026-05-08 16:03:00+00:00,2026-05-08 16:03:00,0.2658999860286712,0.2619000077247619,0.2603000104427337,0.2603000104427337,0.2605000138282776,0.263399988412857,-0.6109191427400296,0.0,0.07683571937000533,1.1909250271833205,0.2658999860286712,0.2603000104427337,2.1060458368484727,0.0,0.03571504598093634,0.5535699080381471,False,True,True,flash_entry_after_dip,hit_target,1.1908126072863623,23.816252145727248,0.2603000104427337,0.2636599957942962,0.247285009920597,3.758803295572055,7.467931652836612
MRNA,2026-05-08 15:48:00+00:00,2026-05-08 15:48:00,55.8650016784668,54.76499938964844,54.6349983215332,54.38999938964844,54.375,54.435001373291016,-0.2373798403434435,-0.44842855204811904,-0.475882363907254,-0.3660601343212,55.8650016784668,54.6349983215332,2.201742271508244,-0.1991855798634156,-0.21138017231219644,-0.16259870114564662,False,True,True,flash_entry_after_dip,hit_target,1.2507861935255105,25.015723870510207,54.6349983215332,55.37300033569336,51.90324840545654,2.8439465511263196,3.9493084797508127
PRIM,2026-05-06 14:20:00+00:00,2026-05-06 14:20:00,112.4000015258789,111.26229858398438,109.7249984741211,109.27999877929688,109.17430114746094,110.23999786376952,-1.3816900508332397,-0.40555908043978794,-0.501888661944283,0.4693546564686235,112.4000015258789,109.7249984741211,2.3798959212130626,-0.1663548363175878,-0.20586792463592857,0.19252291667854513,False,True,True,flash_entry_after_dip,hit_target,1.362749467645907,27.254989352918145,109.7249984741211,111.3300003051758,104.23874855041504,0.2740983131482633,4.416315691000294
PTLO,2026-05-05 18:36:00+00:00,2026-05-05 18:36:00,4.933499813079834,4.925000190734863,4.824999809265137,4.804999828338623,4.809999942779541,4.78000020980835,-2.030464519734476,-0.4145073931010157,-0.31087807416680935,-0.932634222500428,4.933499813079834,4.824999809265137,2.1992501859843796,-0.1843316149616992,-0.13824761251818354,-0.4147428375545506,False,True,True,flash_entry_after_dip,exit_eod,-1.032634222500428,-20.652684450008564,4.824999809265137,4.890099811553955,4.58374981880188,1.849951836014263,3.813130359183714
TWST,2026-05-04 14:09:00+00:00,2026-05-04 14:09:00,57.85499954223633,57.529998779296875,56.657501220703125,57.59000015258789,57.19499969482422,56.470001220703125,-1.5165958232346344,1.6458525557848436,0.9486801615682383,-0.33093587955743686,57.85499954223633,56.657501220703125,2.069826861996575,0.7787058362560805,0.4488511294386733,-0.15657641988168847,False,False,False,flash_entry_after_dip,hit_target,1.1681445129764545,23.362890259529088,56.657501220703125,57.37600021362304,53.824626159667964,0.9182237839364004,7.311573809048077
AEHR,2026-05-08 19:20:00+00:00,2026-05-08 19:20:00,102.8550033569336,101.33999633789062,100.50900268554688,100.45999908447266,99.94000244140624,98.06999969482422,-0.8200056072362849,-0.04875543460274301,-0.5661186848314625,-2.4266512705865106,102.8550033569336,100.50900268554688,2.2808814299927507,-0.020888144522675164,-0.2425405291143006,-1.039642921023106,False,True,True,flash_entry_after_dip,exit_eod,-3.55119760897215,-71.02395217944301,100.50900268554688,101.9166030883789,95.48355255126953,6.34789362592556,14.081422336534713
BFLY,2026-05-06 14:27:00+00:00,2026-05-06 14:27:00,4.690000057220459,4.579999923706055,4.588900089263916,4.570000171661377,4.534999847412109,4.640100002288818,0.19432676214237166,-0.41186160593813526,-1.1745786747005105,1.115733880209957,4.690000057220459,4.588900089263916,2.155649610300008,-0.18694286441973001,-0.5331380705775816,0.5064285781664167,False,True,True,flash_entry_after_dip,hit_target,1.0718849744810024,21.437699489620048,4.588900089263916,4.649560070037841,4.35945508480072,0.8639300402664807,6.0060939412067915
CHRS,2026-05-06 18:56:00+00:00,2026-05-06 18:56:00,1.8049999475479128,1.7949999570846558,1.7649999856948853,1.774999976158142,1.7799999713897705,1.784999966621399,-1.6713076382739778,0.5665717022269368,0.8498575533404162,1.1331434044538957,1.8049999475479128,1.7649999856948853,2.216064432986128,0.2499999999999986,0.3749999999999979,0.4999999999999972,False,True,True,flash_entry_after_dip,exit_eod,-1.0998575533404162,-21.997151066808325,1.7649999856948853,1.7889999628067017,1.676749986410141,0.2777775202268406,0.5638275536940629
COCP,2026-05-05 19:31:00+00:00,2026-05-05 19:31:00,1.409999966621399,1.399999976158142,1.350000023841858,1.3600000143051147,1.3650000095367432,1.399999976158142,-3.5714252262698754,0.7407400212333881,1.111110031850071,3.7037001061669184,1.409999966621399,1.350000023841858,4.255315191482674,0.16666666666666666,0.25,0.8333333333333334,False,True,True,flash_entry_after_dip,hit_target,2.4166640764401617,48.333281528803234,1.350000023841858,1.3859999895095825,1.282500022649765,1.082437454858565,3.461164586903509
CVGI,2026-05-06 19:13:00+00:00,2026-05-06 19:13:00,5.170000076293945,5.144999980926514,5.051000118255615,5.03000020980835,5.03000020980835,5.079999923706055,-1.8270138584912332,-0.4157574332925962,-0.4157574332925962,0.5741398687683086,5.170000076293945,5.051000118255615,2.3017399667745035,-0.17646988111123132,-0.17646988111123132,0.24369593005317336,False,True,True,flash_entry_after_dip,hit_target,1.163580937465042,23.27161874930084,5.051000118255615,5.122400093078613,4.7984501123428345,0.3663910826839256,0.7074607181388304
FATE,2026-05-05 14:43:00+00:00,2026-05-05 14:43:00,2.2249999046325684,2.194999933242798,2.174999952316284,2.2049999237060547,2.194999933242798,2.174999952316284,-0.9111608899671664,1.379309059654088,0.9195393731027179,0.0,2.2249999046325684,2.174999952316284,2.2471889644660936,0.6,0.4,0.0,False,False,False,flash_entry_after_dip,hit_target,1.129309059654088,22.58618119308176,2.174999952316284,2.2049999237060547,2.06624995470047,4.449650071877342,9.84737993860254
FLEX,2026-05-06 14:05:00+00:00,2026-05-06 14:05:00,128.8249969482422,128.43499755859375,126.2300033569336,126.7698974609375,126.66999816894533,126.56999969482422,-1.7168172566470519,0.4277066383950645,0.34856595128780477,0.26934669163338754,128.8249969482422,126.2300033569336,2.0143556396521247,0.20805219165556801,0.169555259591163,0.1310201069587894,False,True,True,flash_entry_after_dip,hit_target,0.9834596477689308,19.669192955378616,126.2300033569336,127.78699951171876,119.9185031890869,2.3289345603703993,1.379435213112079
GERN,2026-05-06 14:20:00+00:00,2026-05-06 14:20:00,1.6349999904632568,1.6150000095367432,1.600000023841858,1.625,1.625,1.6150000095367432,-0.9287916784092132,1.5624984866008385,1.5624984866008385,0.9374990919605031,1.6349999904632568,1.600000023841858,2.1406707538562197,0.7142857142857143,0.7142857142857143,0.42857142857142855,False,False,False,flash_entry_after_dip,hit_target,1.0624987287447043,21.24997457489409,1.600000023841858,1.6210000038146972,1.520000022649765,0.3067481746168887,2.9872449368871345
HUT,2026-05-06 14:33:00+00:00,2026-05-06 14:33:00,107.8000030517578,106.84739685058594,105.41999816894533,105.07240295410156,105.22000122070312,105.43000030517578,-1.3359227493737302,-0.3297241708226095,-0.18971442963002794,0.009487892623960548,107.8000030517578,105.41999816894533,2.2077966748013584,-0.14604810996564346,-0.08403215879366754,0.0042025696260904015,False,True,True,flash_entry_after_dip,hit_target,1.1045844758970471,22.091689517940942,105.41999816894533,106.8480010986328,100.14899826049806,4.72263873646479,14.218221751245608
JOB,2026-05-08 16:03:00+00:00,2026-05-08 16:03:00,0.2658999860286712,0.2619000077247619,0.2603000104427337,0.2603000104427337,0.2605000138282776,0.263399988412857,-0.6109191427400296,0.0,0.07683571937000533,1.1909250271833205,0.2658999860286712,0.2603000104427337,2.1060458368484727,0.0,0.03571504598093634,0.5535699080381471,False,True,True,flash_entry_after_dip,hit_target,1.0408126072863624,20.816252145727248,0.2603000104427337,0.2636599957942962,0.247285009920597,3.758803295572055,7.467931652836612
MRNA,2026-05-08 15:48:00+00:00,2026-05-08 15:48:00,55.8650016784668,54.76499938964844,54.6349983215332,54.38999938964844,54.375,54.435001373291016,-0.2373798403434435,-0.44842855204811904,-0.475882363907254,-0.3660601343212,55.8650016784668,54.6349983215332,2.201742271508244,-0.1991855798634156,-0.21138017231219644,-0.16259870114564662,False,True,True,flash_entry_after_dip,hit_target,1.1007861935255103,22.01572387051021,54.6349983215332,55.37300033569336,51.90324840545654,2.8439465511263196,3.9493084797508127
